predicted_answer,actual_answer
지하 작업 시 2인1조 작업 의무화 및 철저한 현장 정리정돈 실시. 불안전한 자세 개선을 위한 작업자 교육 강화.,중량물 작업 시 2인1조 작업 및 불안정한 상태에서의 작업 지양 교육 실시.
안전 교육 강화 및 개인 보호 장비 착용 의무화 조치 시행.,안전 교육과 2인 1조 작업 실시를 통한 재발 방지 대책 마련.
작업 전 근로자 건강 상태 점검 강화 및 음주 여부 확인 절차 도입.,안전교육 강화를 통한 재발 방지 및 병원 치료 관련 환자의 지속적인 추이 확인과 산재 및 근재 처리 검토 후 조치.
"신규 입사자에 대한 철저한 안전 교육 실시와 작업 전 안전 점검 강화를 통해 재발 방지 대책을 마련합니다. 향후 조치로는 모든 근로자의 건강 상태를 정기적으로 점검하고, 부상 시 즉시 적절한 의료 조치를 취하도록 교육을 강화합니다.",근로자 안전의식 강화를 위한 안전교육 및 중량물 취급에 관한 안전교육 실시와 안전사고 전파를 통한 유사 사고 방지 계획 수립.
작업로 준수 교육 강화 및 안전 표시 재설치,"사고구간 안전조치 보강, 작업자 안전교육 강화, 재발방지대책 수립 및 이행, 특별안전교육 실시, 수시위험성평가 실시 등의 조치."
안전 고리 사용 강화 및 작업자 안전 교육 실시.,협착방지장갑 착용을 통한 재발 방지 대책 및 향후 조치 계획.
안전교육 강화 및 보호장구 착용 의무화,양중 시 자재 인양장비 변경(하카->샤크)과 현장관리 철저를 통한 관련사고 재발 방지.
"이동발판 고정장치 강화 및 정기 점검 의무화, 근로자 안전 교육 강화 및 안전 의식 제고 활동 실시.",상부 이동발판 고정 및 안전점검 인원 배치와 지속적인 안전점검 실시를 통한 재발 방지 대책.
"안전교육 강화와 안전난간 설치 유지 의무화, 작업 전 위험성 평가 실시 및 안전 감독 강화를 통한 재발 방지.","난간대와 안전방호망 추가 설치, 안전점검 전문업체 의뢰 및 작업자 안전교육 강화, 그리고 향후 조치로 난간대와 안전방호망 설치 조치 확인 및 안전교육 실시 여부 확인."
작업 현장의 통로와 작업발판의 안전 확보를 위한 정기적 점검과 고정 장치 설치 의무화를 포함한 재발 방지 대책과 향후 조치 계획 수립.,동일한 사고의 미연 방지를 위한 안전교육 실시 및 협력업체 관리자의 작업장 관리감독 강화와 작업 시 가설시설물 점검 철저 및 가시설물에 의한 사고 예방을 위한 안전교육 강화.
무의식 행동 방지 교육 강화 및 실시간 모니터링 시스템 도입으로 아차사고 예방 체계 구축.,TBM 강화 및 작업자 이동통로 관리와 작업자 건강상태 수시 확인 요청을 포함한 재발 방지 대책.
"안전 교육 강화와 작업 전 현장 점검 의무화를 통해 재발 방지 대책을 마련하고, 정기적인 안전 점검과 위험 요소 표시 설치를 향후 조치 계획으로 삼겠습니다.",현장 내 위험물 점검과 현장 환경 개선을 통한 재발 방지 대책.
"안전교육 강화와 개구부 안전 장치 개선을 통한 재발 방지 대책을 마련하고, 정기적인 안전 점검 및 위험 요소 식별 시스템 구축을 향후 조치 계획으로 삼겠습니다.","사고 이후 설계내역에 의한 철물덮개 본품 발주 및 설치 완료와 시공사의 추락위험 구간 재점검 조치, 근로자 신규 채용 교육 시 추락위험지역 주지 및 위험작업 사전신고 후 작업 조치."
안전장비 착용 의무화 및 작업 공간 안전 점검 강화.,재발방지교육 실시와 자재용접부위 전체 점검 후 작업재개
"안전 교육 강화 및 현장 내 안전 표시 설치로 주의 환기, 지속적인 안전 감독 체계 구축.",방문자 안전교육 실시
작업자 자세 교정 교육 강화와 안전 점검 절차 개선을 통한 재발 방지 대책 마련. 정기적인 자세 점검과 피드백 시스템 구축 계획 수립.,현장 내 안전교육 철저 시행.
"철근 절단 시 단일 철근만을 대상으로 작업하도록 안전 지침 강화 및 작업자 교육 실시, 휴대용 절단기 사용 시 안전장비 착용 의무화 및 절단 작업 중 철근 고정 장치 사용 의무화 조치 계획 수립.",올바른 작업방법 및 유사 재해사례 전파교육 실시.
시멘트 혼합기 사용 시 보호장구 착용 의무화 및 작업자 교육 강화 실시.,"안전교육 실시, 개인보호구 착용 확인 및 점검, 작업자에 대한 관리감독자의 상시 지도와 상태 확인, 유사 동종 재해 방지를 위한 작업자 교육 및 관리감독 강화, 주기적인 현장점검 확인으로 구성된 재발 방지 대책과 향후 조치 계획."
안전덮개 사용 의무화 및 절단 작업 시 안전 수칙 강화 교육 실시.,"자재절단 각도가 맞지 않을 경우 전기톱 대신 일반톱을 사용하도록 조치하고, 시공사 교육 및 현장 감독을 철저히 시행하는 방안."
"작업자 안전 교육 강화와 작업 공간 확보를 위한 안전거리 규정 마련, 정기적인 현장 점검 실시 및 안전 장비 사용 의무화.","작업자 안전교육 철저 및 작업 현장 여건 점검, 특별안전교육 실시와 시공사 안전 작업 대책 수립."
자재인양 장비의 완전 정지 확인 절차 강화 및 작업자 교육 실시.,"인양작업자가 인양물이 반경 3m 이상의 거리에서 대기 후 완전히 멈춘 후 진입하고, 작업구간 관리자가 상주하여 안전작업을 독려하며, 인양물 작업에 대한 위험성 평가를 추가 반영하여 근로자 특별안전 교육을 실시하는 조치."
"작업 전 위험 요소 점검 강화와 작업자 안전 교육 확대를 통해 재발 방지 대책을 수립하고, 향후에는 안전 장비 착용 의무화와 함께 정기적인 안전 점검 시스템 구축을 계획합니다.",안전 관리 철저를 위한 안전 주의 안내판 설치.
"해체작업 시 동시작업 금지 조치 강화, 거푸집 및 서포트 설치 상태 점검 의무화, 작업 전 안전 교육 강화 및 현장 감리 강화를 통한 위험 요소 사전 식별 및 관리 실시.",해체 작업 실시 전 인근 타 작업자 일정 거리 유지 확보를 위한 안전교육 재실시와 부상 정도 확인 후 산재 처리 진행.
"사다리 교체 및 안전 점검 강화를 통한 재발 방지 대책을 마련하고, 정기적인 안전 교육 실시로 작업자 인식 제고 계획 수립.",사다리 등 시설물 사용 시 사전 점검 후 사용에 대한 재발 방지 대책과 향후 조치 계획.
안전 교육 강화 및 현장 감독 체계 개선 실시.,안전교육 재 실시와 안전지도 실시 강화를 통한 안전교육 강화 방안.
안전교육 강화와 함께 운반작업 시 안전한 프레임 적재 및 하역 절차 준수 감독 강화.,2인1조 작업에 대한 특별교육 실시 계획.
"안전 교육 강화와 작업 절차 엄격히 준수하도록 관리 체계 개선을 통해 재발 방지 대책을 마련합니다. 또한, 작업 전 안전 점검을 의무화하고 실시간 감독 체계를 구축하여 향후 유사 사고 예방에 힘쓰겠습니다.",작업순서 인지 교육 실시 및 미인지 시 작업대기 후 정확한 인지 후 작업 수행 계획.
"작업 전 안전 교육 강화와 말비계 사용 시 안전 수칙 준수 점검을 통한 재발 방지 대책을 마련하고, 향후 정기적인 안전 점검과 작업자 안전 의식 제고를 위한 교육을 실시할 계획입니다.",안전교육과 안전관리의 철저함.
"안전시설물 해체 금지 교육 강화, 바닥덮개 설치 유지 의무화, 작업자 행동 감시 강화 및 즉시 시정 조치 실시.","안전시설물의 철저한 관리와 작업자 안전교육을 통해 작업간섭 및 필요에 의해 설치된 시설물의 임의해체를 방지하고, 안전시설물 해체 시 사전 승인을 받도록 하는 조치."
정기적인 안전 교육 강화와 안전 장비 사용 지침 엄격히 준수하도록 관리감독 체계 개선.,작업자 단순과실로 인한 재발 방지 대책 및 향후 조치 계획의 부재.
"안전 교육 강화 및 의식 제고, 작업 환경 개선 및 안전 통로 확보, 작업 지시 체계 개선 및 감독 강화 실시.",안전통로 확보와 작업 전 안전교육 및 관리감독 시행.
신호수 업무 교육 강화와 현장 안전 점검을 통한 재발 방지 대책과 향후 조치 계획 수립.,"일일 안전교육 강화와 디테일한 작업지시, 일일 및 주간 특별안전교육 점검, 사소한 부상 보고 체계 적립을 통한 재발 방지 대책."
안전 교육 강화 및 작업 절차 준수 점검 실시,근로자 작업 중 이동방법 재교육 및 발판 위 불필요 자재 정리 실시.
안전 교육 강화와 작업 절차 개선을 통해 근로자 간의 안전 거리 확보 및 시스템 수평재 취급 시 주의사항 명확히 함으로써 재발 방지.,재발 방지를 위한 안전교육 철저.
안전 교육 강화와 작업 공간의 안전 점검을 정기적으로 실시하여 재발 방지. 작업 중 안전 장비 착용 의무화 및 위험 요소에 대한 사전 경고 시스템 구축.,"작업 안전사고 재교육 및 수시 점검, 유의사항 숙지와 안전교육 실시 확인을 통한 재발 방지 대책 마련."
이동식 틀비계의 안정성 강화 및 작업자 안전 교육 강화 실시.,현장근로자 작업 전 충분한 사전안전교육 실시와 사고예방을 위한 안전교육 실시.
작업 절차 개선 및 안전 교육 강화 실시.,고체연료 현장 내 사용금지와 작업자 안전교육 실시를 통한 재발 방지 대책 및 향후 조치 계획.
안전 교육 강화 및 개인 보호 장비 착용 의무화. 정기적인 안전 점검 실시.,"작업 전 현장소장에 의한 안전교육 및 건강상태 점검, 당일 공정에 대한 사전 위험예지교육 실시, 작업 중간 안전위해요소 확인, 산업안전패트롤 현장 점검 요청, 일일 단위 안전교육 및 위험예지교육, 개인별 건강상태 점검을 통한 사고 재발 방지 및 안전 확보."
"결빙된 구역에 미끄럼방지 매트 설치 및 주기적인 청소 강화, 근로자들에게 안전 교육 실시 및 위험 구역 경고 표지판 설치.",보호구 착용과 결빙구간 염화칼슘 살포 및 결빙구간 통제의 시행.
안전교육 강화 및 정기적인 안전장비 점검 실시 계획 수립 및 고용노동부에 제출하여 작업 재개 승인 획득 예정.,"매일 작업 전 위험성 요인 체크 및 즉시 조치, 안전 난간대 덮개 설치 및 20MM 로프와 로프 보호대 사용, 안전 보호구 착용 및 안전교육 실시, 달비계 설치 및 탑승 시 관리감독 실시, 작업허가제 실시."
안전 교육 강화와 정기적인 안전 점검 실시로 개인부주의 예방.,미끄러지지 않도록 난간 안전 조치 설치 완료.
작업자 안전 의식 강화를 위한 정기적인 안전 교육 실시 및 개인 보호 장비 착용 의무화 강화,안전대책 강화를 통한 재발 방지 및 향후 조치 계획.
"재발 방지 대책으로는 샤클 체결 상태를 엄격히 점검하고, 작업 전 안전 점검을 강화하며, 작업자들에게 안전 교육을 추가 실시할 계획입니다. 향후 조치로는 안전 점검 시스템의 자동화 도입과 함께, 사고 발생 시 신속한 대응 체계 구축을 통해 유사 사고를 미연에 방지할 예정입니다.",고용노동부의 부분공사중지(PC공사)명령에 따른 사고원인 보고서와 재발방지 계획의 발표 후 후속조치 예정.
안전 교육 강화 및 거푸집 해체 시 안전 점검 절차 엄격히 준수하도록 관리 체계 개선.,거푸집 해체 시 상단 거푸집 고정핀 선해체 금지와 해체작업 시 거리 이격 조치.
